epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
138,121,1,1,3,0,3,---,---,000,1,1,0,98,98
139,123,5,1,3,0,3,---,---,000,1,1,0,98,98
132,124,9,2,3,0,2,--,--,000,1,1,0,98,98
133,125,13,2,3,0,2,--,--,000,1,1,0,98,98
138,121,3,1,3,0,3,---,---,000,1,1,0,98,98
139,123,7,1,3,0,3,---,---,000,1,1,0,98,98
132,124,11,2,3,0,2,--,--,000,1,1,0,98,98
134,125,15,2,3,0,2,--,--,000,1,1,0,98,98
127,127,18,3,3,0,1,-,-,000,1,1,0,98,98
127,127,17,3,3,0,1,-,-,000,1,1,0,98,98
118,127,20,4,3,0,2,--,--,000,1,1,0,98,98
120,128,26,4,3,0,2,--,--,000,1,1,0,98,98
119,127,22,4,3,0,2,--,--,000,1,1,0,98,98
120,128,28,4,3,0,2,--,--,000,1,1,0,98,98
110,127,24,5,3,0,3,---,---,000,1,1,0,98,98
112,128,30,5,3,0,3,---,---,000,1,1,0,98,98
110,127,31,5,3,0,3,---,---,000,1,1,0,98,98
112,128,33,5,3,0,3,---,---,000,1,1,0,98,98
143,126,1,1,3,0,3,---,---,000,1,1,0,98,98
144,127,3,1,3,0,3,---,---,000,1,1,0,98,98
143,126,5,1,3,0,3,---,---,000,1,1,0,98,98
144,127,7,1,3,0,3,---,---,000,1,1,0,98,98
135,126,9,2,3,0,2,--,--,000,1,1,0,98,98
136,128,11,2,3,0,2,--,--,000,1,1,0,98,98
135,127,13,2,3,0,2,--,--,000,1,1,0,98,98
136,128,15,2,3,0,2,--,--,000,1,1,0,98,98
1304,1287,1,1,3,0,3,---,---,000,1,1,0,98,98
1306,1289,5,1,3,0,3,---,---,000,1,1,0,98,98
1299,1291,9,2,3,0,2,--,--,000,1,1,0,98,98
1301,1292,13,2,3,0,2,--,--,000,1,1,0,98,98
128,128,17,3,3,0,1,-,-,000,1,1,0,98,98
128,128,18,3,3,0,1,-,-,000,1,1,0,98,98
121,129,20,4,3,0,2,--,--,000,1,1,0,98,98
122,131,22,4,3,0,2,--,--,000,1,1,0,98,98
115,132,24,5,3,0,3,---,---,000,1,1,0,98,98
118,134,31,5,3,0,3,---,---,000,1,1,0,98,98
1304,1288,3,1,3,0,3,---,---,000,1,1,0,98,98
1306,1289,7,1,3,0,3,---,---,000,1,1,0,98,98
1299,1291,11,2,3,0,2,--,--,000,1,1,0,98,98
1301,1292,15,2,3,0,2,--,--,000,1,1,0,98,98
1294,1294,18,3,3,0,1,-,-,000,1,1,0,98,98
1294,1294,17,3,3,0,1,-,-,000,1,1,0,98,98
121,129,26,4,3,0,2,--,--,000,1,1,0,98,98
122,131,28,4,3,0,2,--,--,000,1,1,0,98,98
116,132,30,5,3,0,3,---,---,000,1,1,0,98,98
118,135,33,5,3,0,3,---,---,000,1,1,0,98,98
1286,1294,20,4,3,0,2,--,--,000,1,1,0,98,98
1288,1296,26,4,3,0,2,--,--,000,1,1,0,98,98
1286,1295,22,4,3,0,2,--,--,000,1,1,0,98,98
1288,1296,28,4,3,0,2,--,--,000,1,1,0,98,98
1278,1295,24,5,3,0,3,---,---,000,1,1,0,98,98
1280,1296,30,5,3,0,3,---,---,000,1,1,0,98,98
1278,1295,31,5,3,0,3,---,---,000,1,1,0,98,98
1280,1297,33,5,3,0,3,---,---,000,1,1,0,98,98
