0,1,0,10100,0,0,0
0,2,0,10100,0,0,0
0,3,0,10100,0,0,0
0,4,0,10100,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,5,0,10100,0,0,0
0,6,0,10100,0,0,0
0,20,0,10100,0,0,0
0,19,0,10100,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,7,0,10100,0,0,0
0,8,0,10100,0,0,0
0,22,0,10100,0,0,0
0,21,0,10100,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,9,0,10100,0,0,0
0,10,0,10100,0,0,0
0,24,0,10100,0,0,0
0,23,0,10100,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,11,0,10100,0,0,0
0,12,0,10100,0,0,0
0,26,0,10100,0,0,0
0,25,0,10100,0,0,0
0,13,0,10100,0,0,0
0,14,0,10100,0,0,0
0,28,0,10100,0,0,0
0,27,0,10100,0,0,0
0,16,0,10100,0,0,0
0,29,0,10100,0,0,0
0,18,0,10100,0,0,0
0,31,0,10100,0,0,0
0,2,0,10100,0,0,0
369,1,1,10100,0,3,0
0,6,0,10100,0,0,0
375,5,1,10100,0,3,0
0,8,0,10100,0,0,0
374,7,2,10100,0,3,0
0,10,0,10100,0,0,0
379,9,2,10100,0,3,0
0,12,0,10100,0,0,0
376,11,3,10100,0,2,0
0,14,0,10100,0,0,0
382,13,3,10100,0,2,0
0,16,0,10100,0,0,0
0,18,0,10100,0,0,0
0,34,0,10100,0,0,0
0,33,0,10100,0,0,0
0,44,0,10100,0,0,0
0,46,0,10100,0,0,0
0,48,0,10100,0,0,0
0,50,0,10100,0,0,0
0,4,0,10100,0,0,0
370,3,1,10100,0,3,0
0,19,0,10100,0,0,0
375,20,1,10100,0,3,0
0,21,0,10100,0,0,0
374,22,2,10100,0,3,0
0,23,0,10100,0,0,0
380,24,2,10100,0,3,0
0,25,0,10100,0,0,0
377,26,3,10100,0,2,0
0,27,0,10100,0,0,0
383,28,3,10100,0,2,0
0,29,0,10100,0,0,0
0,31,0,10100,0,0,0
385,33,5,10100,0,1,0
385,34,5,10100,0,1,0
0,35,0,10100,0,0,0
0,37,0,10100,0,0,0
0,39,0,10100,0,0,0
0,41,0,10100,0,0,0
0,44,0,10100,0,0,0
0,35,0,10100,0,0,0
0,46,0,10100,0,0,0
0,37,0,10100,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,48,0,10100,0,0,0
0,39,0,10100,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,50,0,10100,0,0,0
0,41,0,10100,0,0,0
414,1,1,10100,0,3,0
0,2,0,10100,0,0,0
420,3,1,10100,0,3,0
0,4,0,10100,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
415,5,1,10100,0,3,0
0,6,0,10100,0,0,0
420,20,1,10100,0,3,0
0,19,0,10100,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
407,7,2,10100,0,3,0
0,8,0,10100,0,0,0
413,22,2,10100,0,3,0
0,21,0,10100,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
408,9,2,10100,0,3,0
0,10,0,10100,0,0,0
413,24,2,10100,0,3,0
0,23,0,10100,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
400,11,3,10100,0,2,0
0,12,0,10100,0,0,0
406,26,3,10100,0,2,0
0,25,0,10100,0,0,0
401,13,3,10100,0,2,0
0,14,0,10100,0,0,0
406,28,3,10100,0,2,0
0,27,0,10100,0,0,0
0,16,0,10100,0,0,0
0,29,0,10100,0,0,0
0,18,0,10100,0,0,0
0,31,0,10100,0,0,0
0,2,0,10100,0,0,0
1618,1,1,10100,0,3,0
0,6,0,10100,0,0,0
1624,5,1,10100,0,3,0
0,8,0,10100,0,0,0
1622,7,2,10100,0,3,0
0,10,0,10100,0,0,0
1628,9,2,10100,0,3,0
0,12,0,10100,0,0,0
1627,11,3,10100,0,2,0
0,14,0,10100,0,0,0
1634,13,3,10100,0,2,0
0,16,0,10100,0,0,0
0,18,0,10100,0,0,0
392,34,5,10100,0,1,0
392,33,5,10100,0,1,0
0,44,0,10100,0,0,0
0,46,0,10100,0,0,0
0,48,0,10100,0,0,0
0,50,0,10100,0,0,0
0,4,0,10100,0,0,0
1618,3,1,10100,0,3,0
0,19,0,10100,0,0,0
1624,20,1,10100,0,3,0
0,21,0,10100,0,0,0
1622,22,2,10100,0,3,0
0,23,0,10100,0,0,0
1629,24,2,10100,0,3,0
0,25,0,10100,0,0,0
1627,26,3,10100,0,2,0
0,27,0,10100,0,0,0
1634,28,3,10100,0,2,0
0,29,0,10100,0,0,0
0,31,0,10100,0,0,0
1638,33,5,10100,0,1,0
1638,34,5,10100,0,1,0
0,35,0,10100,0,0,0
0,37,0,10100,0,0,0
0,39,0,10100,0,0,0
0,41,0,10100,0,0,0
0,44,0,10100,0,0,0
0,35,0,10100,0,0,0
0,46,0,10100,0,0,0
0,37,0,10100,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,48,0,10100,0,0,0
0,39,0,10100,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,0,0,0,0,0,0
0,50,0,10100,0,0,0
0,41,0,10100,0,0,0
