epoch,eepoch,flow,psrc,pdst,path,plen,cps,sps,hds,ipkts,epkts,drops,ibytes,ebytes
138,138,2,1,1,0,1,-,-,000,1,1,0,98,98
138,138,1,1,1,0,1,-,-,000,1,1,0,98,98
129,138,4,2,1,0,2,--,--,000,1,1,0,98,98
131,139,20,2,1,0,2,--,--,000,1,1,0,98,98
129,138,6,2,1,0,2,--,--,000,1,1,0,98,98
131,139,22,2,1,0,2,--,--,000,1,1,0,98,98
121,138,8,3,1,0,3,---,---,000,1,1,0,98,98
123,139,24,3,1,0,3,---,---,000,1,1,0,98,98
121,138,10,3,1,0,3,---,---,000,1,1,0,98,98
123,139,26,3,1,0,3,---,---,000,1,1,0,98,98
113,138,12,4,1,0,4,----,----,000,1,1,0,98,98
115,140,28,4,1,0,4,----,----,000,1,1,0,98,98
113,138,14,4,1,0,4,----,----,000,1,1,0,98,98
115,140,30,4,1,0,4,----,----,000,1,1,0,98,98
105,139,16,5,1,0,5,-----,-----,000,1,1,0,98,98
107,140,32,5,1,0,5,-----,-----,000,1,1,0,98,98
105,139,18,5,1,0,5,-----,-----,000,1,1,0,98,98
107,140,33,5,1,0,5,-----,-----,000,1,1,0,98,98
139,139,1,1,1,0,1,-,-,000,1,1,0,98,98
139,139,2,1,1,0,1,-,-,000,1,1,0,98,98
132,140,4,2,1,0,2,--,--,000,1,1,0,98,98
133,141,6,2,1,0,2,--,--,000,1,1,0,98,98
126,143,8,3,1,0,3,---,---,000,1,1,0,98,98
127,144,10,3,1,0,3,---,---,000,1,1,0,98,98
120,145,12,4,1,0,4,----,----,000,1,1,0,98,98
121,147,14,4,1,0,4,----,----,000,1,1,0,98,98
115,148,16,5,1,0,5,-----,-----,000,1,1,0,98,98
117,150,18,5,1,0,5,-----,-----,000,1,1,0,98,98
1304,1304,2,1,1,0,1,-,-,000,1,1,0,98,98
1304,1304,1,1,1,0,1,-,-,000,1,1,0,98,98
132,140,20,2,1,0,2,--,--,000,1,1,0,98,98
133,142,22,2,1,0,2,--,--,000,1,1,0,98,98
126,143,24,3,1,0,3,---,---,000,1,1,0,98,98
127,144,26,3,1,0,3,---,---,000,1,1,0,98,98
120,145,28,4,1,0,4,----,----,000,1,1,0,98,98
122,147,30,4,1,0,4,----,----,000,1,1,0,98,98
115,148,32,5,1,0,5,-----,-----,000,1,1,0,98,98
117,150,33,5,1,0,5,-----,-----,000,1,1,0,98,98
1295,1304,4,2,1,0,2,--,--,000,1,1,0,98,98
1297,1305,20,2,1,0,2,--,--,000,1,1,0,98,98
1296,1304,6,2,1,0,2,--,--,000,1,1,0,98,98
1297,1306,22,2,1,0,2,--,--,000,1,1,0,98,98
1287,1304,8,3,1,0,3,---,---,000,1,1,0,98,98
1289,1306,24,3,1,0,3,---,---,000,1,1,0,98,98
1288,1304,10,3,1,0,3,---,---,000,1,1,0,98,98
1289,1306,26,3,1,0,3,---,---,000,1,1,0,98,98
1279,1304,12,4,1,0,4,----,----,000,1,1,0,98,98
1281,1306,28,4,1,0,4,----,----,000,1,1,0,98,98
1280,1305,14,4,1,0,4,----,----,000,1,1,0,98,98
1281,1306,30,4,1,0,4,----,----,000,1,1,0,98,98
1271,1305,16,5,1,0,5,-----,-----,000,1,1,0,98,98
1273,1306,32,5,1,0,5,-----,-----,000,1,1,0,98,98
1272,1305,18,5,1,0,5,-----,-----,000,1,1,0,98,98
1273,1307,33,5,1,0,5,-----,-----,000,1,1,0,98,98
