0,2,0,11000,0,0,0
0,4,0,11000,0,0,0
0,9,0,11000,0,0,0
0,31,0,11000,0,0,0
0,12,0,11000,0,0,0
0,11,0,11000,0,0,0
0,34,0,11000,0,0,0
0,33,0,11000,0,0,0
0,14,0,11000,0,0,0
0,13,0,11000,0,0,0
0,36,0,11000,0,0,0
0,35,0,11000,0,0,0
0,15,0,11000,0,0,0
0,37,0,11000,0,0,0
0,17,0,11000,0,0,0
0,39,0,11000,0,0,0
0,19,0,11000,0,0,0
0,41,0,11000,0,0,0
0,21,0,11000,0,0,0
0,43,0,11000,0,0,0
0,23,0,11000,0,0,0
0,45,0,11000,0,0,0
0,6,0,11000,0,0,0
0,8,0,11000,0,0,0
0,2,0,11000,0,0,0
0,9,0,11000,0,0,0
0,11,0,11000,0,0,0
374,12,2,11000,0,3,0
0,13,0,11000,0,0,0
380,14,2,11000,0,3,0
0,15,0,11000,0,0,0
0,17,0,11000,0,0,0
0,19,0,11000,0,0,0
0,21,0,11000,0,0,0
0,23,0,11000,0,0,0
0,6,0,11000,0,0,0
0,25,0,11000,0,0,0
0,26,0,11000,0,0,0
0,27,0,11000,0,0,0
0,29,0,11000,0,0,0
0,4,0,11000,0,0,0
0,31,0,11000,0,0,0
0,33,0,11000,0,0,0
374,34,2,11000,0,3,0
0,35,0,11000,0,0,0
380,36,2,11000,0,3,0
0,37,0,11000,0,0,0
0,39,0,11000,0,0,0
0,41,0,11000,0,0,0
0,43,0,11000,0,0,0
0,45,0,11000,0,0,0
0,8,0,11000,0,0,0
390,26,6,11000,0,1,0
390,25,6,11000,0,1,0
0,47,0,11000,0,0,0
0,49,0,11000,0,0,0
0,27,0,11000,0,0,0
0,47,0,11000,0,0,0
0,29,0,11000,0,0,0
0,49,0,11000,0,0,0
0,2,0,11000,0,0,0
0,4,0,11000,0,0,0
0,9,0,11000,0,0,0
0,31,0,11000,0,0,0
420,12,2,11000,0,3,0
0,11,0,11000,0,0,0
426,34,2,11000,0,3,0
0,33,0,11000,0,0,0
421,14,2,11000,0,3,0
0,13,0,11000,0,0,0
427,36,2,11000,0,3,0
0,35,0,11000,0,0,0
0,15,0,11000,0,0,0
0,37,0,11000,0,0,0
0,17,0,11000,0,0,0
0,39,0,11000,0,0,0
0,19,0,11000,0,0,0
0,41,0,11000,0,0,0
0,21,0,11000,0,0,0
0,43,0,11000,0,0,0
0,23,0,11000,0,0,0
0,45,0,11000,0,0,0
0,6,0,11000,0,0,0
0,8,0,11000,0,0,0
0,2,0,11000,0,0,0
0,9,0,11000,0,0,0
0,11,0,11000,0,0,0
1622,12,2,11000,0,3,0
0,13,0,11000,0,0,0
1629,14,2,11000,0,3,0
0,15,0,11000,0,0,0
0,17,0,11000,0,0,0
0,19,0,11000,0,0,0
0,21,0,11000,0,0,0
0,23,0,11000,0,0,0
0,6,0,11000,0,0,0
398,25,6,11000,0,1,0
398,26,6,11000,0,1,0
0,27,0,11000,0,0,0
0,29,0,11000,0,0,0
0,4,0,11000,0,0,0
0,31,0,11000,0,0,0
0,33,0,11000,0,0,0
1623,34,2,11000,0,3,0
0,35,0,11000,0,0,0
1630,36,2,11000,0,3,0
0,37,0,11000,0,0,0
0,39,0,11000,0,0,0
0,41,0,11000,0,0,0
0,43,0,11000,0,0,0
0,45,0,11000,0,0,0
0,8,0,11000,0,0,0
1643,26,6,11000,0,1,0
1643,25,6,11000,0,1,0
0,47,0,11000,0,0,0
0,49,0,11000,0,0,0
0,27,0,11000,0,0,0
0,47,0,11000,0,0,0
0,29,0,11000,0,0,0
0,49,0,11000,0,0,0
